gap,GAg,1,16,4,0,432099,50000002
gap,GAg,1,256,8,0,344653,50000002
gap,GAg,1,2,1,0,454486,50000002
gap,GAg,1,4,2,0,442321,50000002
gap,GAg,1,65536,16,0,280909,50000002
gap,PAp,512,1024,1,0,81837,50000000
gap,PAp,512,131072,8,0,66467,50000000
gap,PAg,512,16,4,0,97468,50000003
gap,PAp,512,2048,2,0,72786,50000000
gap,PAg,512,256,8,0,79868,50000000
gap,PAg,512,2,1,0,150078,50000002
gap,PAp,512,33554432,16,0,73969,50000000
gap,PAg,512,4,2,0,131298,50000003
gap,PAg,512,65536,16,0,74142,50000000
gap,PAp,512,8192,4,0,68606,50000000
gcc,GAg,1,16,4,0,2506212,50000002
gcc,GAg,1,256,8,0,2161116,50000002
gcc,GAg,1,2,1,0,2607205,50000002
gcc,GAg,1,4,2,0,2578040,50000002
gcc,GAg,1,65536,16,0,1485661,50000002
gcc,PAp,512,1024,1,0,1048664,50000000
gcc,PAp,512,131072,8,0,875715,50000000
gcc,PAg,512,16,4,0,1257195,50000001
gcc,PAp,512,2048,2,0,1011358,50000000
gcc,PAg,512,256,8,0,1148199,50000001
gcc,PAg,512,2,1,0,1652904,50000001
gcc,PAp,512,33554432,16,0,856464,50000000
gcc,PAg,512,4,2,0,1377019,50000001
gcc,PAg,512,65536,16,0,987179,50000001
gcc,PAp,512,8192,4,0,945409,50000000
twolf,GAg,1,16,4,0,1973132,50000001
twolf,GAg,1,256,8,0,1564959,50000000
twolf,GAg,1,2,1,0,2359356,50000000
twolf,GAg,1,4,2,0,2130173,50000000
twolf,GAg,1,65536,16,0,1202480,50000001
twolf,PAp,512,1024,1,0,687127,50000000
twolf,PAp,512,131072,8,0,563785,50000000
twolf,PAg,512,16,4,0,843929,50000001
twolf,PAp,512,2048,2,0,645528,50000000
twolf,PAg,512,256,8,0,726420,50000001
twolf,PAg,512,2,1,0,1328369,50000000
twolf,PAp,512,33554432,16,0,546396,50000000
twolf,PAg,512,4,2,0,938254,50000001
twolf,PAg,512,65536,16,0,565108,50000000
twolf,PAp,512,8192,4,0,616853,50000000
vortex,GAg,1,16,4,0,1912084,50000002
vortex,GAg,1,256,8,0,1643498,50000002
vortex,GAg,1,2,1,0,1964829,50000002
vortex,GAg,1,4,2,0,1942835,50000002
vortex,GAg,1,65536,16,0,1126336,50000002
vortex,PAp,512,1024,1,0,375659,50000001
vortex,PAp,512,131072,8,0,228609,50000001
vortex,PAg,512,16,4,0,467833,50000002
vortex,PAp,512,2048,2,0,338494,50000001
vortex,PAg,512,256,8,0,410472,50000001
vortex,PAg,512,2,1,0,563350,50000002
vortex,PAp,512,33554432,16,0,185011,50000001
vortex,PAg,512,4,2,0,531113,50000002
vortex,PAg,512,65536,16,0,276150,50000001
vortex,PAp,512,8192,4,0,292680,50000003
vpr,GAg,1,16,4,0,1645496,50000001
vpr,GAg,1,256,8,0,1420951,50000001
vpr,GAg,1,2,1,0,1716337,50000001
vpr,GAg,1,4,2,0,1636031,50000001
vpr,GAg,1,65536,16,0,1122978,50000001
vpr,PAp,512,1024,1,0,754709,50000003
vpr,PAp,512,131072,8,0,702167,50000003
vpr,PAg,512,16,4,0,877097,50000001
vpr,PAp,512,2048,2,0,744225,50000003
vpr,PAg,512,256,8,0,806341,50000003
vpr,PAg,512,2,1,0,1028562,50000001
vpr,PAp,512,33554432,16,0,722478,50000003
vpr,PAg,512,4,2,0,944335,50000001
vpr,PAg,512,65536,16,0,754209,50000003
vpr,PAp,512,8192,4,0,728149,50000003
